world_rank,institution,country,national_rank,quality_of_education,alumni_employment,quality_of_faculty,publications,influence,citations,broad_impact,patents,score,year
626,University of Texas at Arlington,USA,0.807,1.0,1.0,1.0,0.4915,0.5364,0.6289,0.5646,0.5299,0.008,2015
627,China Agricultural University,China,0.1447,1.0,0.9417,1.0,0.4064,0.3646,0.7941,0.5896,0.6563,0.008,2015
628,Chungnam National University,South Korea,0.0965,1.0,1.0,1.0,0.4695,0.5677,0.7941,0.6216,0.3322,0.008,2015
629,University of Minho,Portugal,0.0219,1.0,1.0,1.0,0.5876,0.6576,0.3527,0.6056,0.4161,0.0079,2015
630,"University of Eastern Piedmont Amedeo Avogadro""""",Italy,0.1404,1.0,1.0,1.0,0.6927,0.6283,0.7941,0.5395,0.8483,0.0079,2015
631,Open University (UK),United Kingdom,0.2018,1.0,1.0,1.0,0.6156,0.3424,0.7941,0.5485,0.9287,0.0079,2015
632,University of Essex,United Kingdom,0.2061,0.3224,0.6307,1.0,0.6937,0.701,0.6289,0.6707,1.0,0.0077,2015
633,Paris-Est Créteil Val-de-Marne University,France,0.114,1.0,0.7155,1.0,0.7317,0.6162,1.0,0.5576,0.946,0.0077,2015
634,Hacettepe University,Turkey,0.0088,1.0,1.0,1.0,0.6577,0.6354,0.5265,0.5485,1.0,0.0077,2015
635,State University of New York Upstate Medical University,USA,0.8114,1.0,1.0,1.0,0.7738,0.6374,0.5265,0.5485,0.6862,0.0077,2015
636,Braunschweig University of Technology,Germany,0.1974,0.6148,1.0,1.0,0.5506,0.3859,0.7941,0.6216,0.3931,0.0075,2015
637,University of Salamanca,Spain,0.0746,1.0,0.8657,1.0,0.5435,0.4869,0.6289,0.5646,0.8448,0.0075,2015
638,Indian Institute of Technology Roorkee,India,0.0351,1.0,0.6961,1.0,0.8388,0.9394,0.5265,0.5646,1.0,0.0075,2015
639,Örebro University,Sweden,0.0439,1.0,0.9329,1.0,0.8158,0.7535,0.5265,0.5485,1.0,0.0075,2015
640,Northeast Normal University,China,0.1491,1.0,1.0,1.0,0.6777,0.7717,0.7941,0.5485,1.0,0.0075,2015
641,University of Patras,Greece,0.0175,1.0,1.0,1.0,0.5095,0.7101,0.6289,0.5646,0.8391,0.0075,2015
642,Beijing University of Chemical Technology,China,0.1535,1.0,0.9452,1.0,0.5576,0.9929,1.0,0.7147,0.2448,0.0075,2015
643,Northern Illinois University,USA,0.8158,1.0,0.5,1.0,0.6687,0.6667,0.3946,0.6707,0.7126,0.0075,2015
644,Rovira i Virgili University,Spain,0.0789,1.0,1.0,1.0,0.5546,0.5778,0.5265,0.5786,0.5563,0.0075,2015
645,La Trobe University,Australia,0.0789,1.0,0.8057,1.0,0.5355,0.4586,1.0,0.5786,0.9218,0.0075,2015
646,Warsaw University of Technology,Poland,0.0088,0.9372,0.9611,1.0,0.6957,0.7636,0.3527,0.5786,0.946,0.0073,2015
647,Binghamton University,USA,0.8202,1.0,0.4629,1.0,0.7097,0.598,1.0,0.6707,0.9793,0.0073,2015
648,Shizuoka University,Japan,0.1667,1.0,0.8392,1.0,0.8338,0.7141,0.7941,0.8258,0.1862,0.0073,2015
649,Hong Kong Baptist University,Hong Kong,0.0219,1.0,0.9099,1.0,0.5916,0.9455,0.6289,0.5646,0.7931,0.0073,2015
650,Albany Medical College,USA,0.8246,0.4645,1.0,1.0,0.8929,0.7778,0.7941,0.5786,0.8264,0.0073,2015
651,Ehime University,Japan,0.1711,1.0,0.9064,1.0,0.6186,0.5869,0.6289,0.5896,0.4793,0.0073,2015
652,University of Los Andes (Colombia),Colombia,0.0,1.0,0.3322,1.0,0.8979,0.5657,0.5265,0.8368,0.8598,0.0073,2015
653,Polytechnic University of Turin,Italy,0.1447,1.0,1.0,1.0,0.4645,0.8051,0.7941,0.6587,0.3241,0.0073,2015
654,University of Burgundy,France,0.1184,0.6093,1.0,1.0,0.5125,0.5313,1.0,0.5896,0.8885,0.0071,2015
655,University of Idaho,USA,0.8289,1.0,1.0,1.0,0.6637,0.4202,0.6289,0.5786,0.5379,0.0071,2015
656,Old Dominion University,USA,0.8333,1.0,1.0,1.0,0.7187,0.5949,0.6289,0.5896,0.4345,0.0071,2015
657,Yamaguchi University,Japan,0.1754,1.0,1.0,1.0,0.7528,0.7939,0.7941,0.7317,0.231,0.0071,2015
658,Massey University,New Zealand,0.0175,1.0,0.8746,1.0,0.5696,0.5586,1.0,0.5786,0.8299,0.0071,2015
659,Donghua University,China,0.1579,1.0,1.0,1.0,0.8048,0.9707,0.2873,0.6216,0.8333,0.007,2015
660,University of the Balearic Islands,Spain,0.0833,1.0,1.0,1.0,0.6286,0.5626,0.5265,0.5896,0.577,0.007,2015
661,Portland State University,USA,0.8377,1.0,0.4311,1.0,0.7998,0.5525,1.0,0.7407,0.5552,0.007,2015
662,Marche Polytechnic University,Italy,0.1491,1.0,1.0,1.0,0.6877,0.6545,1.0,0.5646,0.8586,0.007,2015
663,University of Québec at Montreal,Canada,0.1053,1.0,0.7438,1.0,0.5365,0.5384,0.5265,0.6216,1.0,0.007,2015
664,"UNESP, São Paulo State University",Brazil,0.0263,1.0,1.0,1.0,0.3554,0.6182,0.6289,0.6707,0.7195,0.007,2015
665,Loma Linda University,USA,0.8421,1.0,1.0,1.0,0.8478,0.7616,0.7941,0.5646,0.6368,0.007,2015
666,University of Toyama,Japan,0.1798,1.0,0.5406,1.0,0.6847,0.7667,0.7941,0.6456,1.0,0.007,2015
667,University of Debrecen,Hungary,0.0088,1.0,1.0,1.0,0.6867,0.6263,0.5265,0.5896,0.5724,0.0068,2015
668,"University of Maine, Orono",USA,0.8465,0.9399,1.0,1.0,0.7878,0.4303,0.4525,0.6366,0.3966,0.0068,2015
669,Graz University of Technology,Austria,0.0307,1.0,1.0,1.0,0.6767,0.7212,0.4525,0.6216,0.4632,0.0068,2015
670,Gifu University,Japan,0.1842,1.0,1.0,1.0,0.7007,0.6636,0.7941,0.6056,0.4621,0.0068,2015
671,University of Jyväskylä,Finland,0.0307,1.0,0.9258,1.0,0.4555,0.4465,1.0,0.6216,0.9241,0.0068,2015
672,University of Paris 13,France,0.1228,1.0,1.0,1.0,0.6687,0.7505,0.7941,0.5786,0.8034,0.0068,2015
673,University of Girona,Spain,0.0877,1.0,1.0,1.0,0.6617,0.8505,0.7941,0.5786,0.8678,0.0068,2015
674,Keele University,United Kingdom,0.2105,1.0,1.0,1.0,0.6587,0.5374,0.3946,0.6056,0.9793,0.0068,2015
675,University of Poitiers,France,0.1272,0.694,1.0,0.6774,0.6356,0.4737,0.7941,0.6707,0.8655,0.0066,2015
676,University of Insubria,Italy,0.1535,1.0,1.0,1.0,0.7047,0.5687,0.7941,0.5786,1.0,0.0066,2015
677,Wuhan University of Technology,China,0.1623,1.0,0.8799,1.0,0.7377,0.9394,0.5265,0.5896,0.8759,0.0066,2015
678,University of Pretoria,South Africa,0.0175,1.0,0.4611,1.0,0.6196,0.5172,0.6289,0.7407,0.6931,0.0066,2015
679,Banaras Hindu University,India,0.0395,0.6612,0.4576,1.0,0.7538,0.9121,0.6289,0.7407,1.0,0.0066,2015
680,University of L'Aquila,Italy,0.1579,1.0,1.0,1.0,0.6547,0.6838,0.7941,0.5896,1.0,0.0064,2015
681,University of Alicante,Spain,0.0921,1.0,1.0,1.0,0.6657,0.7859,1.0,0.6857,0.3,0.0064,2015
682,American University of Beirut,Lebanon,0.0,0.3087,0.4346,1.0,0.9149,0.9,1.0,0.8799,1.0,0.0064,2015
683,University of Ulster,United Kingdom,0.2149,1.0,1.0,1.0,0.7467,0.8152,0.3946,0.7317,0.2747,0.0064,2015
684,Shanghai University,China,0.1667,1.0,1.0,1.0,0.4935,0.9374,1.0,0.6216,0.8977,0.0064,2015
685,Comenius University in Bratislava,Slovak Republic,0.0,1.0,1.0,1.0,0.7067,0.6293,0.7941,0.5896,1.0,0.0064,2015
686,University of Vigo,Spain,0.0965,1.0,1.0,1.0,0.5766,0.8293,0.5265,0.6216,0.7126,0.0064,2015
687,"University of Nevada, Las Vegas",USA,0.8509,1.0,0.7898,1.0,0.6396,0.4768,1.0,0.6216,0.9885,0.0064,2015
688,Swinburne University of Technology,Australia,0.0833,1.0,1.0,1.0,0.6537,0.4596,0.6289,0.6056,0.8862,0.0064,2015
689,Tilburg University,Netherlands,0.0526,1.0,0.5088,1.0,0.5656,0.8859,0.5265,0.7317,1.0,0.0063,2015
690,University of Messina,Italy,0.1623,1.0,1.0,1.0,0.6076,0.8101,1.0,0.6056,1.0,0.0063,2015
691,Kaiserslautern University of Technology,Germany,0.2018,1.0,0.9205,1.0,0.6787,0.5273,1.0,0.6056,0.7667,0.0063,2015
692,University of Kent,United Kingdom,0.2193,1.0,0.7633,1.0,0.6246,0.4616,0.6289,0.6366,0.9885,0.0063,2015
693,University of Málaga,Spain,0.1009,1.0,1.0,1.0,0.6597,0.8374,0.7941,0.7808,0.2322,0.0063,2015
694,Loughborough University,United Kingdom,0.2237,1.0,1.0,1.0,0.5115,0.8131,0.6289,0.6456,0.5506,0.0063,2015
695,National Technical University of Athens,Greece,0.0219,0.5082,1.0,1.0,0.5135,0.9586,0.6289,0.6587,1.0,0.0063,2015
696,Liverpool John Moores University,United Kingdom,0.2281,1.0,1.0,1.0,0.7227,0.398,0.6289,0.6056,1.0,0.0063,2015
697,Sharif University of Technology,Iran,0.0,0.3142,1.0,1.0,0.5626,0.9586,0.6289,0.7317,1.0,0.0063,2015
698,"Birkbeck, University of London",United Kingdom,0.2325,0.8169,1.0,1.0,0.7237,0.3414,0.5265,0.6216,1.0,0.0063,2015
699,"University François Rabelais, Tours",France,0.1316,0.5464,1.0,1.0,0.6667,0.503,1.0,0.6366,0.8069,0.0063,2015
700,University of Haifa,Israel,0.0263,1.0,0.6555,1.0,0.5345,0.4828,1.0,0.6857,0.577,0.0061,2015
701,Roma Tre University,Italy,0.1667,1.0,1.0,1.0,0.6386,0.6424,0.6289,0.6216,0.8678,0.0061,2015
702,Masaryk University,Czech Republic,0.0044,1.0,1.0,1.0,0.6446,0.5232,0.7941,0.6216,0.8092,0.0061,2015
703,University of Salerno,Italy,0.1711,1.0,1.0,1.0,0.5365,0.8424,0.6289,0.6456,0.6023,0.0061,2015
704,King Abdullah University of Science and Technology,Saudi Arabia,0.0044,1.0,1.0,0.576,0.6907,0.5333,1.0,0.9459,0.208,0.0061,2015
705,Beihang University,China,0.1711,1.0,0.6749,1.0,0.4595,0.8727,0.7941,0.7698,0.3517,0.0059,2015
706,Fuzhou University,China,0.1754,1.0,0.7032,1.0,0.7267,0.9929,0.5265,0.6707,0.531,0.0059,2015
707,Heriot-Watt University,United Kingdom,0.2368,1.0,0.5901,1.0,0.6006,0.602,1.0,0.7147,0.5034,0.0059,2015
708,China Medical University (Taiwan),Taiwan,0.0351,1.0,1.0,1.0,0.4274,0.6919,1.0,0.6707,1.0,0.0059,2015
709,University of Cantabria,Spain,0.1053,1.0,0.9223,1.0,0.6026,0.5919,0.5265,0.6456,0.6552,0.0059,2015
710,Rochester Institute of Technology,USA,0.8553,1.0,0.7597,1.0,0.9049,0.6485,0.3527,0.6707,0.6736,0.0059,2015
711,Royal College of Surgeons in Ireland,Ireland,0.0175,1.0,1.0,1.0,0.8879,0.7202,0.4525,0.6456,0.5115,0.0059,2015
712,San Francisco State University,USA,0.8596,0.7377,1.0,1.0,0.8639,0.5768,0.6289,0.6216,1.0,0.0059,2015
713,Sapporo Medical University,Japan,0.1886,1.0,1.0,1.0,0.975,0.8444,0.7941,0.6366,0.5057,0.0059,2015
714,Indian Institute of Technology Kanpur,India,0.0439,0.4727,0.8869,1.0,0.5606,0.8556,0.7941,0.7147,0.5161,0.0057,2015
715,Johannes Kepler University of Linz,Austria,0.0351,1.0,0.6661,1.0,0.7417,0.6646,0.7941,0.6707,0.6425,0.0057,2015
716,Czech Technical University in Prague,Czech Republic,0.0088,0.9454,1.0,1.0,0.6727,0.8232,0.5265,0.6456,0.6678,0.0057,2015
717,Marquette University,USA,0.864,1.0,0.3534,1.0,0.9119,0.7919,1.0,0.8959,0.7828,0.0057,2015
718,Missouri University of Science and Technology,USA,0.8684,1.0,0.4329,1.0,0.7177,0.9313,0.7941,0.8258,0.6793,0.0057,2015
719,Howard University,USA,0.8728,0.8005,1.0,1.0,0.9339,0.6707,0.6289,0.6987,0.3391,0.0055,2015
720,Aston University,United Kingdom,0.2412,1.0,0.6254,1.0,0.8268,0.903,0.7941,0.7538,0.3506,0.0055,2015
721,École normale supérieure de Cachan,France,0.136,0.3279,0.5689,1.0,0.8949,0.7828,0.5265,0.8258,1.0,0.0055,2015
722,Jichi Medical University,Japan,0.193,1.0,1.0,1.0,0.9299,0.6384,0.6289,0.6366,0.7356,0.0055,2015
723,"Rutgers, The State University of New Jersey - Newark",USA,0.8772,1.0,1.0,1.0,0.8318,0.5192,0.7941,0.6366,1.0,0.0055,2015
724,"Palacký University, Olomouc",Czech Republic,0.0132,1.0,1.0,1.0,0.7387,0.5667,0.6289,0.6587,0.5448,0.0055,2015
725,Ankara University,Turkey,0.0132,1.0,0.6007,1.0,0.7427,0.7343,0.6289,0.6987,1.0,0.0055,2015
726,University of Belgrade,Serbia,0.0,0.7514,1.0,1.0,0.4214,0.7,0.6289,0.7147,0.946,0.0055,2015
727,Toho University,Japan,0.1974,1.0,1.0,0.7281,0.8358,0.8313,1.0,0.6987,0.9034,0.0055,2015
728,Kyoto Prefectural University of Medicine,Japan,0.2018,1.0,1.0,1.0,0.8519,0.7586,0.7941,0.6366,1.0,0.0055,2015
729,Swansea University,United Kingdom,0.2456,1.0,0.7544,1.0,0.5225,0.5707,0.7941,0.6987,0.6828,0.0054,2015
730,Université de Namur,Belgium,0.0307,0.4454,0.818,1.0,0.8809,0.7061,0.7941,0.6987,0.8218,0.0054,2015
731,University of Szeged,Hungary,0.0132,1.0,1.0,0.9401,0.6567,0.7263,1.0,0.6587,0.6103,0.0054,2015
732,Kitasato University,Japan,0.2061,1.0,1.0,1.0,0.7247,0.6,1.0,0.6456,1.0,0.0054,2015
733,Hasselt University,Belgium,0.0351,1.0,0.5989,1.0,0.8288,0.9121,0.7941,0.6987,0.8736,0.0054,2015
734,University of Córdoba (Spain),Spain,0.1096,1.0,1.0,1.0,0.6316,0.7313,1.0,0.6587,0.7264,0.0054,2015
735,Åbo Akademi University,Finland,0.0351,1.0,1.0,1.0,0.7648,0.6848,0.7941,0.6456,0.8391,0.0054,2015
736,Tottori University,Japan,0.2105,1.0,0.6042,1.0,0.9079,0.7273,0.6289,0.7407,0.4471,0.0054,2015
737,Kindai University,Japan,0.2149,1.0,1.0,1.0,0.6797,0.7182,0.5265,0.6857,0.5011,0.0054,2015
738,University of Castilla–La Mancha,Spain,0.114,1.0,1.0,1.0,0.6266,0.7576,1.0,0.6707,0.5954,0.0052,2015
739,University of Augsburg,Germany,0.2061,1.0,1.0,1.0,0.8158,0.6899,1.0,0.6456,0.9092,0.0052,2015
740,"Paul Valéry University, Montpellier III",France,0.1404,1.0,1.0,1.0,0.8368,0.5061,0.3527,0.6857,1.0,0.0052,2015
741,University of Mons,Belgium,0.0395,1.0,1.0,1.0,0.8118,0.8,0.7941,0.6587,0.5931,0.0052,2015
742,Istanbul Technical University,Turkey,0.0175,1.0,0.7756,1.0,0.6456,0.8828,0.4525,0.6987,0.9632,0.0052,2015
743,"University of Natural Resources and Life Sciences, Vienna",Austria,0.0395,1.0,1.0,1.0,0.7778,0.6323,0.6289,0.6587,0.7011,0.0052,2015
744,National University of La Plata,Argentina,0.0044,1.0,0.9046,1.0,0.5455,0.5636,0.6289,0.6857,1.0,0.0052,2015
745,University of Calabria,Italy,0.1754,1.0,1.0,1.0,0.5826,0.898,0.5265,0.6857,0.8034,0.0052,2015
746,University of Memphis,USA,0.8816,1.0,0.6731,1.0,0.7818,0.6455,0.6289,0.7407,0.4517,0.005,2015
747,"G. d'Annunzio University, Chieti-Pescara",Italy,0.1798,1.0,1.0,1.0,0.7497,0.6202,1.0,0.6587,1.0,0.005,2015
748,University of Missouri–St. Louis,USA,0.886,1.0,0.6537,1.0,0.8969,0.5283,0.5265,0.7147,0.7276,0.005,2015
749,Beijing Institute of Technology,China,0.1798,1.0,1.0,1.0,0.5275,0.9778,0.6289,0.6987,0.6529,0.005,2015
750,University of Évry Val d'Essonne,France,0.1447,1.0,1.0,1.0,0.996,0.3707,0.7941,0.6587,1.0,0.005,2015
751,University of South Australia,Australia,0.0877,1.0,0.5707,1.0,0.6036,0.7525,1.0,0.7808,0.4943,0.005,2015
752,University of Alabama in Huntsville,USA,0.8904,1.0,1.0,1.0,0.9209,0.4354,0.7941,0.6587,0.9241,0.005,2015
753,University of Salzburg,Austria,0.0439,1.0,0.4753,1.0,0.9329,0.7444,1.0,0.7958,1.0,0.005,2015
754,University of Mississippi Medical Center,USA,0.8947,1.0,1.0,1.0,0.7748,0.5081,0.6289,0.6707,1.0,0.0048,2015
755,National Research Nuclear University MEPhI,Russia,0.0132,0.8333,1.0,1.0,0.957,0.7051,0.5265,0.6707,1.0,0.0048,2015
756,Chung-Ang University,South Korea,0.1009,1.0,0.8127,1.0,0.6366,0.7879,0.6289,0.8859,0.2494,0.0048,2015
757,Kaohsiung Medical University,Taiwan,0.0395,1.0,1.0,1.0,0.5385,0.8616,1.0,0.6987,0.7586,0.0048,2015
758,University of Neuchâtel,Switzerland,0.0351,0.959,1.0,1.0,0.8629,0.6404,1.0,0.6707,0.7345,0.0048,2015
759,University of Yamanashi,Japan,0.2193,1.0,1.0,1.0,0.8689,0.8697,0.7941,0.7147,0.4379,0.0048,2015
760,Yamagata University,Japan,0.2237,1.0,1.0,1.0,0.7748,0.7424,1.0,0.6857,0.6138,0.0048,2015
761,New Jersey Institute of Technology,USA,0.8991,0.7049,0.8322,1.0,0.7908,0.6758,1.0,0.7407,0.4483,0.0046,2015
762,East Carolina University,USA,0.9035,1.0,0.6943,1.0,0.6987,0.6909,1.0,0.7317,0.7333,0.0046,2015
763,University of Hyogo,Japan,0.2281,1.0,1.0,1.0,0.8128,0.4788,0.6289,0.6857,0.9034,0.0046,2015
764,University of Picardie Jules Verne,France,0.1491,1.0,1.0,1.0,0.8258,0.7889,0.5265,0.6987,0.623,0.0046,2015
765,University of Salento,Italy,0.1842,1.0,1.0,1.0,0.6607,0.7495,0.6289,0.6987,0.7506,0.0046,2015
766,Northern Arizona University,USA,0.9079,1.0,0.947,1.0,0.9389,0.4929,0.7941,0.6857,0.6989,0.0046,2015
767,Miguel Hernández University of Elche,Spain,0.1184,1.0,1.0,1.0,0.7568,0.6222,1.0,0.6987,0.5701,0.0046,2015
768,University of Tehran,Iran,0.0044,0.4918,1.0,1.0,0.4885,0.9929,1.0,0.7698,1.0,0.0046,2015
769,Blaise Pascal University,France,0.1535,1.0,1.0,0.8802,0.7347,0.7071,0.7941,0.6987,0.7103,0.0046,2015
770,Yeungnam University,South Korea,0.1053,1.0,0.735,1.0,0.7608,0.9828,1.0,0.8669,0.2644,0.0045,2015
771,Kurume University,Japan,0.2325,1.0,1.0,1.0,0.986,0.7768,1.0,0.6987,0.5425,0.0045,2015
772,Institut national des sciences Appliquées de Lyon,France,0.1579,1.0,1.0,1.0,0.5465,0.6798,0.7941,0.7317,0.6402,0.0045,2015
773,Saga University,Japan,0.2368,1.0,1.0,1.0,0.8078,0.798,1.0,0.7147,0.4989,0.0045,2015
774,Chongqing University,China,0.1842,1.0,0.4982,1.0,0.6296,0.9,0.7941,0.8368,0.9287,0.0045,2015
775,Jikei University School of Medicine,Japan,0.2412,1.0,1.0,1.0,0.959,0.7172,0.7941,0.6857,0.9149,0.0045,2015
776,Second Military Medical University,China,0.1886,1.0,1.0,1.0,0.5786,0.6697,0.7941,0.7538,0.4529,0.0045,2015
777,Jawaharlal Nehru Centre for Advanced Scientific Research,India,0.0482,1.0,1.0,1.0,0.8679,0.6556,0.7941,0.7147,0.5195,0.0045,2015
778,"University of North Texas, Denton",USA,0.9123,1.0,1.0,1.0,0.6747,0.6414,0.7941,0.7147,0.6356,0.0045,2015
779,Ege University,Turkey,0.0219,1.0,1.0,1.0,0.7608,0.8465,0.6289,0.6987,1.0,0.0045,2015
780,Mie University,Japan,0.2456,1.0,1.0,1.0,0.8348,0.8677,0.7941,0.7407,0.4218,0.0045,2015
781,École Polytechnique de Montréal,Canada,0.1096,1.0,0.894,1.0,0.7157,0.9293,0.6289,0.7407,0.4724,0.0045,2015
782,AGH University of Science and Technology,Poland,0.0132,0.7268,0.4912,1.0,0.7077,0.899,0.6289,0.8959,0.4563,0.0043,2015
783,University of Electronic Science and Technology of China,China,0.193,1.0,0.5424,1.0,0.5285,0.9202,1.0,0.8368,0.6333,0.0043,2015
784,University of Stirling,United Kingdom,0.25,1.0,0.629,1.0,0.7718,0.7131,1.0,0.7538,1.0,0.0043,2015
785,University of Greifswald,Germany,0.2105,1.0,1.0,0.9677,0.7137,0.4909,1.0,0.7317,0.546,0.0043,2015
786,National Polytechnic Institute,Mexico,0.0044,0.8989,1.0,1.0,0.5726,0.5838,0.5265,0.7407,0.7115,0.0043,2015
787,Jacobs University Bremen,Germany,0.2149,1.0,1.0,1.0,0.8939,0.6717,0.6289,0.7147,0.6115,0.0043,2015
788,Capital Medical University,China,0.1974,1.0,1.0,1.0,0.5245,0.7606,0.6289,0.7407,1.0,0.0043,2015
789,Norwegian University of Life Sciences,Norway,0.0175,1.0,1.0,1.0,0.7688,0.5747,0.6289,0.7147,0.8977,0.0043,2015
790,Michigan Technological University,USA,0.9167,0.929,0.8233,1.0,0.7938,0.7758,0.5265,0.7407,0.6667,0.0041,2015
791,Vilnius University,Lithuania,0.0,0.9262,1.0,1.0,0.7988,0.6475,0.7941,0.7147,0.7851,0.0041,2015
792,North Dakota State University - Main Campus,USA,0.9211,0.4672,1.0,1.0,0.7017,0.797,1.0,0.7698,1.0,0.0041,2015
793,University of Hohenheim,Germany,0.2193,1.0,1.0,1.0,0.7668,0.697,0.7941,0.7147,0.8977,0.0041,2015
794,University of North Carolina at Charlotte,USA,0.9254,1.0,0.5459,1.0,0.7407,0.6677,0.6289,0.8258,0.6805,0.0041,2015
795,Zhengzhou University,China,0.2018,1.0,0.7527,1.0,0.6627,0.8131,1.0,0.7538,0.8598,0.0041,2015
796,Cairo University,Egypt,0.0,0.776,0.8269,0.8249,0.6967,0.7364,0.6289,0.7808,1.0,0.0041,2015
797,University of Caen Lower Normandy,France,0.1623,0.5628,1.0,1.0,0.6366,0.7747,1.0,0.7538,0.9034,0.0041,2015
798,Saitama Medical University,Japan,0.25,1.0,1.0,1.0,0.993,0.5909,0.7941,0.7317,0.5598,0.0041,2015
799,University of Murcia,Spain,0.1228,1.0,1.0,1.0,0.5405,0.7091,0.5265,0.7808,0.5494,0.0039,2015
800,Showa University,Japan,0.2544,1.0,1.0,1.0,0.985,0.7657,0.7941,0.7147,0.8345,0.0039,2015
801,University of Oldenburg,Germany,0.2237,1.0,1.0,1.0,0.7287,0.6242,0.7941,0.7317,0.9368,0.0039,2015
802,Magna Græcia University of Catanzaro,Italy,0.1886,1.0,1.0,1.0,0.9479,0.8202,1.0,0.7147,0.8793,0.0039,2015
803,National Sun Yat-sen University,Taiwan,0.0439,1.0,1.0,1.0,0.4605,0.9586,0.6289,0.7808,1.0,0.0039,2015
804,Nanjing University of Science and Technology,China,0.2061,1.0,0.583,1.0,0.7958,0.9515,0.4525,0.8258,0.7966,0.0039,2015
805,University of Concepción,Chile,0.0088,1.0,1.0,1.0,0.7117,0.4545,1.0,0.7538,0.5793,0.0038,2015
806,Chungbuk National University,South Korea,0.1096,1.0,1.0,1.0,0.7447,0.8667,1.0,0.8088,0.3655,0.0038,2015
807,Taipei Medical University,Taiwan,0.0482,1.0,1.0,1.0,0.4985,0.8909,0.7941,0.7808,0.7586,0.0038,2015
808,Jaume I University,Spain,0.1272,1.0,1.0,1.0,0.7938,0.9667,0.7941,0.7407,0.7379,0.0038,2015
809,Bowling Green State University,USA,0.9298,1.0,0.6572,1.0,0.9099,0.7111,0.7941,0.7808,0.946,0.0038,2015
810,Nanjing University of Technology,China,0.2105,1.0,1.0,1.0,0.7477,0.9929,1.0,0.9319,0.2483,0.0036,2015
811,University of New England (Australia),Australia,0.0921,1.0,0.4417,1.0,0.9379,0.6394,0.6289,0.9319,0.9149,0.0036,2015
812,Kangwon National University,South Korea,0.114,1.0,1.0,1.0,0.7057,0.8263,0.7941,0.7808,0.4908,0.0036,2015
813,Inje University,South Korea,0.1184,1.0,1.0,1.0,0.8378,0.9364,1.0,0.8088,0.3793,0.0036,2015
814,Aberystwyth University,United Kingdom,0.2544,1.0,1.0,1.0,0.8418,0.5566,0.6289,0.7538,0.6966,0.0036,2015
815,"University of Technology, Sydney",Australia,0.0965,1.0,0.9576,1.0,0.5796,0.6737,0.6289,0.7958,0.5966,0.0036,2015
816,University of Franche-Comté,France,0.1667,0.8224,1.0,1.0,0.7427,0.8212,0.6289,0.7698,0.669,0.0036,2015
817,University of Sassari,Italy,0.193,1.0,1.0,1.0,0.7578,0.597,1.0,0.7538,0.9241,0.0034,2015
818,Chiang Mai University,Thailand,0.0088,1.0,0.97,1.0,0.8468,0.7596,0.6289,0.7538,1.0,0.0034,2015
819,Budapest University of Technology and Economics,Hungary,0.0175,0.6967,1.0,1.0,0.7397,0.7677,0.7941,0.7808,0.6069,0.0034,2015
820,University of Maribor,Slovenia,0.0044,1.0,1.0,1.0,0.8529,0.8273,0.6289,0.7538,0.8632,0.0034,2015
821,University of Bradford,United Kingdom,0.2588,1.0,0.5053,1.0,0.8589,0.7788,1.0,0.8859,0.6506,0.0034,2015
822,University of Perpignan Via Domitia,France,0.1711,0.4344,1.0,1.0,0.974,0.5848,0.5265,0.8258,1.0,0.0034,2015
823,Florida Institute of Technology,USA,0.9342,1.0,1.0,1.0,0.973,0.8,0.4525,0.7698,1.0,0.0034,2015
824,University of Brighton,United Kingdom,0.2632,1.0,1.0,1.0,0.8539,0.8364,1.0,0.7538,0.8793,0.0034,2015
825,University of Massachusetts Boston,USA,0.9386,1.0,0.7562,1.0,0.8458,0.704,0.5265,0.7958,0.946,0.0034,2015
826,Rio de Janeiro State University,Brazil,0.0307,1.0,1.0,1.0,0.7598,0.9182,0.6289,0.7698,0.8483,0.0034,2015
827,Nagoya Institute of Technology,Japan,0.2588,1.0,0.8887,1.0,0.8248,0.9667,0.7941,0.9209,0.2621,0.0032,2015
828,Jiangnan University,China,0.2149,1.0,1.0,1.0,0.7828,0.9202,1.0,0.7698,0.7207,0.0032,2015
829,Murdoch University,Australia,0.1009,1.0,0.9293,1.0,0.8268,0.5051,0.7941,0.7698,0.8839,0.0032,2015
830,"University of Wales, Trinity Saint David",United Kingdom,0.2675,1.0,1.0,1.0,1.0,0.9354,0.7941,0.7538,1.0,0.0032,2015
831,University of Rouen,France,0.1754,0.9863,1.0,1.0,0.6997,0.7283,1.0,0.8088,0.4747,0.0032,2015
832,The Catholic University of America,USA,0.943,1.0,0.7173,1.0,0.9469,0.601,0.6289,0.8088,0.7736,0.0032,2015
833,Wright State University - Dayton,USA,0.9474,1.0,1.0,1.0,0.8098,0.8121,1.0,0.7698,0.946,0.0032,2015
834,Dankook University,South Korea,0.1228,1.0,1.0,1.0,0.8879,0.9566,0.7941,0.8959,0.2759,0.0032,2015
835,Clarkson University,USA,0.9518,1.0,0.6873,1.0,0.981,0.9828,1.0,0.8088,0.7862,0.003,2015
836,University of Regina,Canada,0.114,1.0,1.0,1.0,0.8509,0.7434,0.7941,0.7808,0.6575,0.003,2015
837,Boğaziçi University,Turkey,0.0263,1.0,0.9152,1.0,0.8428,0.7727,0.6289,0.7808,0.946,0.003,2015
838,Kōchi University,Japan,0.2632,1.0,1.0,1.0,0.9419,0.7949,1.0,0.7808,0.6149,0.003,2015
